Minute,Team,Player,Event Type,Outcome,xG,PSxG,match_url,match_date,home_team,away_team,division
5,Brighton,João Pedro,Shot,Blocked,0.12,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
5,Brighton,Solly March,Shot,Blocked,0.11,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
5,Brighton,Solly March,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
7,Liverpool,Dominik Szoboszlai,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
20,Brighton,Simon Adingra,Shot,Goal,0.08,0.06,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
24,Liverpool,Mohamed Salah,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
25,Liverpool,Mohamed Salah,Shot,Blocked,0.07,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
27,Brighton,Pascal Groß,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
28,Brighton,Lewis Dunk,Shot,Off Target,0.01,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
31,Brighton,Carlos Baleba,Shot,Off Target,0.1,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
39,Brighton,Lewis Dunk,Shot,Blocked,0.13,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
40,Liverpool,Mohamed Salah,Shot,Goal,0.45,0.63,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
42,Liverpool,Darwin Núñez,Shot,Saved,0.02,0.14,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
45,Liverpool,Mohamed Salah(pen),Penalty,Goal,0.79,0.99,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
48,Liverpool,Darwin Núñez,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,2023-10-08,Brighton,Liverpool,Premier League
