Minute,Team,xG,PSxG,Outcome,Event Type,match_url
85,Newcastle Utd,0.02,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
86,Newcastle Utd,0.07,0.03,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
90,Brentford,0.04,0,Blocked,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
90,Newcastle Utd,0.04,0.21,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
90,Brentford,0.15,0.22,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
5,Burnley,0.08,0,Off Target,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
7,Brentford,0.09,0,Blocked,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
7,Brentford,0.08,0,Off Target,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
16,Brentford,0.08,0.21,Saved,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
23,Burnley,0.04,0,Off Target,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
29,Brentford,0.06,0,Blocked,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
34,Burnley,0.24,0,Off Target,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
45,Brentford,0.13,0,Blocked,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
45,Brentford,0.02,0,Blocked,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
53,Brentford,0.15,0,Off Target,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
63,Brentford,0.01,0,Blocked,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
64,Brentford,0.02,0,Blocked,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
65,Brentford,0.01,0,Off Target,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
69,Burnley,0.02,0,Off Target,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
70,Burnley,0.19,0.21,Saved,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
75,Burnley,0.02,0,Woodwork,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
78,Burnley,0.07,0,Blocked,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
83,Brentford,0.03,0,Blocked,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
85,Brentford,0.46,0.78,Goal,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
90,Brentford,0.79,0.99,Goal,Shot,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
90,Burnley,0,0,Red Card,Red Card,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
90,Brentford,0,0,Red Card,Red Card,https://fbref.com/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
1,Everton,0.01,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
6,Everton,0.17,0.05,Saved,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
21,Everton,0.08,0.13,Saved,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
22,Everton,0.01,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
30,Wolves,0.04,0,Blocked,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
31,Wolves,0.05,0.04,Saved,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
38,Wolves,0.01,0,Blocked,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
41,Wolves,0.15,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
49,Wolves,0.08,0.54,Goal,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
53,Wolves,0.17,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
55,Wolves,0.03,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
61,Wolves,0.03,0,Blocked,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
63,Wolves,0.02,0,Blocked,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
67,Wolves,0.02,0,Blocked,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
68,Wolves,0.01,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
73,Everton,0.04,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
76,Wolves,0.03,0,Blocked,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
77,Everton,0.02,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
78,Everton,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
82,Wolves,0.05,0.03,Saved,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
90,Wolves,0.1,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
90,Everton,0.06,0,Off Target,Shot,https://fbref.com/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
4,Everton,0.03,0.05,Saved,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
11,Newcastle Utd,0.05,0.19,Saved,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
16,Newcastle Utd,0.02,0,Off Target,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
19,Newcastle Utd,0.08,0,Blocked,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
23,Newcastle Utd,0.04,0,Blocked,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
27,Newcastle Utd,0.14,0,Off Target,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
29,Newcastle Utd,0.01,0.03,Saved,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
48,Newcastle Utd,0.1,0.06,Saved,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
61,Everton,0.07,0,Off Target,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
65,Newcastle Utd,0.01,0.13,Saved,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
69,Everton,0.08,0,Blocked,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
69,Newcastle Utd,0.1,0.35,Saved,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
69,Everton,0.09,0,Blocked,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
73,Everton,0.02,0,Off Target,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
73,Everton,0.03,0,Off Target,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
78,Everton,0.08,0,Blocked,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
78,Everton,0.04,0.18,Saved,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
83,Everton,0,0,Red Card,Red Card,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
89,Newcastle Utd,0.04,0,Off Target,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
90,Newcastle Utd,0.02,0,Off Target,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
90,Newcastle Utd,0.04,0.09,Saved,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
90,Newcastle Utd,0.04,0,Off Target,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
90,Newcastle Utd,0.03,0,Blocked,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
90,Newcastle Utd,0.04,0,Blocked,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
90,Newcastle Utd,0.02,0,Blocked,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
90,Newcastle Utd,0.08,0,Off Target,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
90,Everton,0.23,0.4,Goal,Shot,https://fbref.com/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
3,Leeds United,0.04,0,Off Target,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
6,Wolves,0.02,0,Blocked,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
6,Leeds United,0.3,0,Off Target,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
8,Wolves,0.03,0.03,Saved,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
11,Leeds United,0.12,0,Off Target,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
14,Wolves,0.09,0,Off Target,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
26,Wolves,0.47,0.9,Goal,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
31,Leeds United,0.01,0,Off Target,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
41,Leeds United,0.07,0,Blocked,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
45,Wolves,0.03,0,Woodwork,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
45,Wolves,0.21,0,Off Target,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
45,Wolves,0.05,0.07,Saved,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
45,Wolves,0.04,0.43,Goal,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
53,Wolverhampton Wanderers,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
62,Wolves,0.02,0.13,Saved,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
63,Leeds United,0.15,0,Blocked,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
63,Leeds United,0.48,0.94,Goal,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
63,Leeds United,0.18,0,Woodwork,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
66,Leeds United,0.33,0,Woodwork,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
66,Leeds United,0.07,0.07,Saved,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
66,Leeds United,0.1,0.67,Goal,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
69,Wolves,0.01,0,Blocked,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
82,Wolves,0.12,0,Off Target,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
86,Wolves,0.01,0.02,Saved,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
86,Leeds United,0.23,0,Blocked,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
87,Leeds United,0.03,0.24,Saved,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
88,Leeds United,0.08,0,Off Target,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
90,Wolves,0.05,0.06,Saved,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
90,Leeds United,0.08,0.05,Goal,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
90,Wolves,0.01,0.37,Saved,Shot,https://fbref.com/en/matches/1c402923/Wolverhampton-Wanderers-Leeds-United-March-18-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
5,West Ham,0.12,0,Blocked,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
8,Everton,0.09,0,Blocked,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
9,Everton,0.02,0,Blocked,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
10,West Ham,0.08,0,Blocked,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
11,West Ham,0.02,0.03,Saved,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
12,Everton,0.02,0,Blocked,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
18,Everton,0.04,0,Blocked,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
32,West Ham,0.05,0.32,Goal,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
40,Everton,0.09,0,Off Target,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
43,West Ham,0.17,0,Off Target,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
50,Everton,0.08,0,Woodwork,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
53,Everton,0.04,0.4,Goal,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
56,Everton,0.03,0,Off Target,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
58,West Ham,0.27,0.77,Saved,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
59,West Ham,0.4,0.36,Goal,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
62,Everton,0.03,0,Off Target,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
65,Everton,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
67,West Ham,0.14,0,Off Target,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
68,Everton,0.02,0.1,Saved,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
73,West Ham,0.02,0.03,Saved,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
74,Everton,0.03,0,Blocked,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
78,West Ham,0.03,0,Off Target,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
81,West Ham,0.03,0,Off Target,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
90,Everton,0.02,0,Off Target,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
90,Everton,0.16,0,Off Target,Shot,https://fbref.com/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
8,Chelsea,0.04,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
18,West Ham,0.02,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
21,West Ham,0.02,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
26,Chelsea,0.03,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
30,Chelsea,0.1,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
33,West Ham,0.05,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
33,Chelsea,0.02,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
37,Chelsea,0.04,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
38,Chelsea,0.04,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
52,Chelsea,0.12,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
53,Chelsea,0.12,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
54,Chelsea,0.02,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
56,West Ham,0.13,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
57,Chelsea,0.06,0.03,Saved,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
59,Chelsea,0.02,0.12,Saved,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
67,Chelsea,0.02,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
68,Chelsea,0.06,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
70,West Ham,0.15,0.06,Saved,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
70,West Ham,0.14,0.48,Saved,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
70,Chelsea,0.04,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
70,Chelsea,0.18,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
71,Chelsea,0.16,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
72,Chelsea,0.03,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
73,Chelsea,0.03,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
74,Chelsea,0.31,0.12,Saved,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
76,Chelsea,0.07,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
78,Chelsea,0.06,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
84,Chelsea,0.02,0,Blocked,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
86,West Ham United,0,0,Red Card,Red Card,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
87,Chelsea,0.79,0.98,Saved,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
87,Chelsea,0,0,Red Card,Red Card,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
88,Chelsea,0.02,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
90,Chelsea,0.56,0.76,Goal,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
90,Chelsea,0.05,0,Off Target,Shot,https://fbref.com/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
5,Crystal Palace,0.13,0,Off Target,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
8,Crystal Palace,0.05,0,Off Target,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
10,Crystal Palace,0.02,0.03,Saved,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
13,Crystal Palace,0.05,0,Blocked,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
20,Watford,0.03,0,Blocked,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
23,Crystal Palace,0.06,0,Blocked,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
31,Crystal Palace,0.79,0.99,Goal,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
34,Watford,0.05,0,Blocked,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
38,Watford,0.02,0,Blocked,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
39,Watford,0.26,0.46,Saved,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
44,Crystal Palace,0.05,0.14,Saved,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
45,Crystal Palace,0.19,0.13,Saved,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
49,Watford,0.02,0,Saved off Target,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
54,Crystal Palace,0.03,0,Blocked,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
56,Crystal Palace,0.03,0,Off Target,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
62,Crystal Palace,0.14,0.03,Saved,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
69,Watford,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
79,Crystal Palace,0.03,0,Blocked,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
80,Watford,0.07,0,Off Target,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
84,Crystal Palace,0.11,0.16,Saved,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
84,Crystal Palace,0.59,0,Off Target,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
90,Crystal Palace,0.03,0.04,Saved,Shot,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
3,Arsenal,0.26,0,Off Target,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
5,Arsenal,0.27,0.98,Goal,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
8,Arsenal,0.01,0,Blocked,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
10,Arsenal,0.3,0.55,Goal,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
18,Arsenal,0.08,0,Off Target,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
